What is notable about NY's 2026 gubernatorial race?,Hochul faces primary challenges from Delgado and potentially Torres
Who is Antonio Delgado challenging?,Running for Governor against incumbent Hochul in 2026 primary
Who is Ritchie Torres considering running for?,Potentially Governor or other statewide office
What is the political trend in NY House races?,Competitive - Democrats lost seats in 2022 but gained some back in 2024
Which NY Republicans hold Biden districts?,Mike Lawler (NY-17) holds a competitive seat
What defines a competitive NY House seat?,Districts in Long Island and Hudson Valley often swing
How did NY lose House seats?,Population decline led to loss of one seat after 2020 census (from 27 to 26)
What congressional district covers the Hamptons?,NY-1 (Nick LaLota)
What congressional district covers the Rockaways?,NY-5 (Gregory Meeks)
What congressional district covers Park Slope Brooklyn?,NY-10 (Dan Goldman)
What congressional district covers Brownsville Brooklyn?,NY-8 (Hakeem Jeffries)
What congressional district covers Washington Heights?,NY-13 (Adriano Espaillat)
What congressional district covers Riverdale?,NY-16 (George Latimer)
Which NYC mayoral candidate has endorsements from state leaders?,Zohran Mamdani (endorsed by Hochul Stewart-Cousins and Heastie)
When is the NYC mayoral general election?,November 4 2025 (tomorrow from Nov 3)
When is the NYC borough president general election?,November 4 2025 (tomorrow from Nov 3)
What happened in NYC mayoral primary?,Mamdani won Democratic nomination
Who is the Republican mayoral candidate?,Curtis Sliwa
What is Curtis Sliwa known for?,Founder of Guardian Angels; ran for mayor in 2021
What was the 2021 NYC mayoral result?,Eric Adams (D) defeated Curtis Sliwa
Is Eric Adams running for reelection?,No - facing legal issues and did not seek reelection
What legal issues does Eric Adams face?,Federal corruption charges
Who is Brad Lander?,Current NYC Comptroller (ran for reelection in 2025)
What does NYC Comptroller do?,Chief financial officer and auditor for NYC
What other citywide office exists in NYC?,Public Advocate
Who is the NYC Public Advocate?,Jumaane Williams
How many NYC Council members are there?,51 members
What is the NYC Council?,Legislative body for NYC (like a city legislature)
Who leads the NYC City Council?,Speaker (currently Adrienne Adams)
What is ranked choice voting in NYC?,Used in primaries - voters rank up to 5 candidates
When did NYC adopt ranked choice voting?,2021 (first used in that year's elections)
What is unique about NY's election calendar?,State/federal primaries in June; general in November
What is the Working Families Party in NY?,Minor party that often cross-endorses Democrats
Do NY candidates appear on multiple party lines?,Yes - NY has fusion voting allowing multiple party nominations
What is the Conservative Party line in NY?,Minor party line often used by Republicans
What is the Liberal Party in NY history?,Former minor party (defunct since 2002)
What State Senate district is in Harlem?,Various including parts of 30th and others
What Assembly district is in Chinatown?,District 65 (Manhattan)
How many state legislators represent NYC?,About 43 Assembly and 26 Senate districts are in NYC
What percentage of NY legislators are from NYC?,About 40-50% (NYC has about 40% of state population)
Who controls committee assignments in State Senate?,Senate Majority Leader (Stewart-Cousins)
Who controls committee assignments in State Assembly?,Assembly Speaker (Heastie)
What is the NY State Senate Democratic Conference?,Organizing body of Democratic state senators
What is the IDC in NY politics history?,Independent Democratic Conference (defunct - group that caucused with Republicans until 2018)
When did Democrats take back NY State Senate?,2018 elections gave Democrats full control
What was significant about 2019 in Albany?,First time in decade Democrats controlled both chambers and governorship
What major laws passed in 2019?,Criminal justice reform bail reform reproductive rights protections
What is the NY SAFE Act?,2013 gun control law passed after Sandy Hook
Who passed the NY SAFE Act?,Andrew Cuomo as Governor
What is the Climate Leadership and Community Protection Act?,2019 ambitious climate law committing NY to clean energy
Who was the key legislative leader for CLCPA?,Andrea Stewart-Cousins helped pass it
What is congestion pricing in NY?,Tolling program for vehicles entering Manhattan CBD
What happened to congestion pricing?,Hochul paused it in 2024 then restarted modified version
What is controversial about the NY budget process?,Governor has significant power - legislative leaders often frustrated
When is the NY budget due?,April 1 each year
Is the NY budget usually on time?,Often late - 2025 budget was weeks late
What is notable about the 2026 gubernatorial race dynamics?,Internal Democratic tension between Hochul and potential challengers
What criticism has Hochul faced?,Low approval ratings declining NYC margins
Why might Elise Stefanik be strong in 2026?,Trump got more votes in NY in 2024; she has high name recognition
What would be historic about Stefanik winning?,First Republican NY Governor since George Pataki (left office 2006)
Who was the last Republican NY Governor?,George Pataki (1995-2006)
What is the typical pattern of NY governors?,Usually serve at least 2 terms; rare to be one-term governor
Who appoints judges in NY?,Some elected; some appointed by Governor with Senate confirmation
