Sugar Maple,,
Who is the Junior Senator from Hawaii?,"Mazie Hirono (D), 78 years old. Facts: First Asian-American woman in Senate; Born in Japan (first senator born in Japan) and immigrated at age 7; Worked way through college as hotel maid."
Who is the Senior Senator from Idaho?,"Mike Crapo (R), 74 years old. Facts: Cancer survivor (prostate cancer); Chairs powerful Senate Finance Committee; Strong conservative but occasionally moderate on some issues."
Who is the Junior Senator from Idaho?,"Jim Risch (R), 82 years old. Facts: Former Idaho Governor (served briefly 2006); One of wealthiest senators from cattle ranching family; Former prosecutor and ranking member on Foreign Relations."
Who is the Senior Senator from Illinois?,"Dick Durbin (D), 80 years old. Facts: Senate Democratic Whip (2nd highest Democrat); Served since 1997 plus 14 years in House before that; Chairs Senate Judiciary Committee."
Who is the Junior Senator from Illinois?,"Tammy Duckworth (D), 57 years old. Facts: Combat helicopter pilot who lost both legs in Iraq War; First senator to give birth while in office (2018); Thai-American and daughter of military veteran."
Who is the Senior Senator from Indiana?,"Todd Young (R), 53 years old. Facts: Marine Corps veteran and Naval Academy graduate; Former prosecutor in Orange County; Known as more moderate policy-focused Republican."
Who is the Junior Senator from Indiana?,"Jim Banks (R), 45 years old. Facts: Navy Reserve officer who served in Afghanistan; Former chair of Republican Study Committee (conservative caucus); First elected to Senate in 2024 after House service."
Who is the Senior Senator from Iowa?,"Chuck Grassley (R), 92 years old. Facts: Oldest senator currently serving and longest-serving Republican (since 1981); Famous for visiting all 99 Iowa counties every year; Active on Twitter with folksy posts."
Who is the Junior Senator from Iowa?,"Joni Ernst (R), 55 years old. Facts: First female combat veteran in Senate; Served 23 years in Army National Guard including Iraq deployment; Domestic violence survivor and advocate."
Who is the Senior Senator from Kansas?,"Jerry Moran (R), 71 years old. Facts: Former 7-term House member before Senate; Born and raised in small Kansas farming town; Moderate Republican on some issues."
Who is the Junior Senator from Kansas?,"Roger Marshall (R), 64 years old. Facts: Medical doctor (OB-GYN) who delivered over 5000 babies; Army veteran; Former 2-term House member from western Kansas."
Who is the Senior Senator from Kentucky?,"Mitch McConnell (R), 83 years old. Facts: Longest-serving Senate Republican leader in history (2007-2025); Survived polio as child; Married to Elaine Chao (former Transportation Secretary)."
Who is the Junior Senator from Kentucky?,"Rand Paul (R), 62 years old. Facts: Ophthalmologist who founded his own clinic; Son of Ron Paul (former congressman and presidential candidate); Libertarian-leaning Republican known for filibusters."
Who is the Senior Senator from Louisiana?,"Bill Cassidy (R), 67 years old. Facts: Medical doctor (gastroenterologist); Founded free healthcare clinic in Baton Rouge; One of 7 Republicans who voted to convict Trump in 2nd impeachment."
Who is the Junior Senator from Louisiana?,"John Kennedy (R), 73 years old. Facts: Oxford University graduate and Rhodes Scholar; Known for colorful folksy quotes and one-liners; Former Democrat who switched to Republican Party."
Who is the Senior Senator from Maine?,"Susan Collins (R), 72 years old. Facts: Most moderate Republican in Senate; Serving since 1997 (only loses to Grassley in seniority among current GOP); First woman to represent Maine in Senate."
Who is the Junior Senator from Maine?,"Angus King (I), 81 years old. Facts: Independent who caucuses with Democrats; Former Maine Governor (1995-2003); Founded energy conservation company worth millions."
Who is the Senior Senator from Maryland?,"Ben Cardin (D), 81 years old. Facts: Chairs Senate Foreign Relations Committee; Served 20 years in House before Senate (40 years in state legislature before that); Announced retirement effective 2025."
Who is the Junior Senator from Maryland?,"Angela Alsobrooks (D), 54 years old. Facts: First Black senator from Maryland; Former Prince George's County Executive; Former prosecutor who created innovative crime prevention programs."
Who is the Senior Senator from Massachusetts?,"Elizabeth Warren (D), 76 years old. Facts: Harvard Law professor specializing in bankruptcy; Created Consumer Financial Protection Bureau under Obama; Ran for president in 2020 with detailed policy plans."
Who is the Junior Senator from Massachusetts?,"Ed Markey (D), 79 years old. Facts: Co-author of Green New Deal with AOC; Served 37 years in House before moving to Senate; Progressive champion on climate and telecommunications issues."
Who is the Senior Senator from Michigan?,"Debbie Stabenow (D), 75 years old. Facts: First woman to chair Senate Agriculture Committee; Former social worker before politics; Serving since 2001 and announced retirement effective 2025."
Who is the Junior Senator from Michigan?,"Elissa Slotkin (D), 49 years old. Facts: Former CIA analyst who did 3 tours in Iraq; Worked in both Bush and Obama administrations; Represented swing district in House before Senate."
Who is the Senior Senator from Minnesota?,"Amy Klobuchar (D), 65 years old. Facts: Ran for president in 2020 as moderate; Former Hennepin County Attorney (prosecutor); Daughter of journalist Jim Klobuchar (newspaper columnist)."
Who is the Junior Senator from Minnesota?,"Tina Smith (D), 67 years old. Facts: Former Minnesota Lieutenant Governor appointed to replace Al Franken; Marketing executive and political strategist before elected office; Low-key policy-focused approach."
Who is the Senior Senator from Mississippi?,"Roger Wicker (R), 74 years old. Facts: Former 13-term House member before Senate; Air Force veteran; Chairs Senate Armed Services Committee (defense focus)."
Who is the Junior Senator from Mississippi?,"Cindy Hyde-Smith (R), 66 years old. Facts: First woman elected to Congress from Mississippi; Former Agriculture Commissioner; Appointed to Thad Cochran's seat then won election."
Who is the Senior Senator from Missouri?,"Josh Hawley (R), 45 years old. Facts: Yale and Stanford Law graduate; Former Missouri Attorney General at age 37; Controversial for Jan 6 objections and fist pump to crowd."
Who is the Junior Senator from Missouri?,"Eric Schmitt (R), 50 years old. Facts: Former Missouri Attorney General who sued federal government frequently; Former state senator and state treasurer; Defeated Eric Greitens in 2022 primary."
Who is the Senior Senator from Montana?,"Jon Tester (D), 69 years old. Facts: Third-generation farmer who still actively farms; Only senator with flat-top haircut; Lost three fingers in meat grinder accident as child."
Who is the Junior Senator from Montana?,"Tim Sheehy (R), 39 years old. Facts: Former Navy SEAL veteran (one of youngest senators); Founded aerial firefighting company Bridger Aerospace; Defeated Tester in 2024 after competitive race."
Who is the Senior Senator from Nebraska?,"Deb Fischer (R), 74 years old. Facts: Rancher from Valentine Nebraska; Served in Nebraska legislature before Senate; Moderate Republican who occasionally breaks with party."
Who is the Junior Senator from Nebraska?,"Pete Ricketts (R), 60 years old. Facts: Former Nebraska Governor (2015-2023); Son of Joe Ricketts (TD Ameritrade founder); Appointed to Ben Sasse's seat who left for university presidency."
Who is the Senior Senator from Nevada?,"Catherine Cortez Masto (D), 61 years old. Facts: First Latina senator in US history; Former Nevada Attorney General; Granddaughter of Mexican immigrant who was Reno mechanic."
Who is the Junior Senator from Nevada?,"Jacky Rosen (D), 68 years old. Facts: Former computer programmer and software developer; Synagogue president before politics; Only served one House term before winning Senate seat."
Who is the Senior Senator from New Hampshire?,"Jeanne Shaheen (D), 78 years old. Facts: Former New Hampshire Governor (first woman governor); First woman to be both governor and senator from same state; Former high school teacher."
Who is the Junior Senator from New Hampshire?,"Maggie Hassan (D), 67 years old. Facts: Former New Hampshire Governor; Mother of son with cerebral palsy (advocates for disability rights); Won 2016 Senate race by only 1017 votes."
Who is the Senior Senator from New Jersey?,"Cory Booker (D), 56 years old. Facts: Former Newark Mayor (lived in projects); Rhodes Scholar and Stanford/Yale Law graduate; Ran for president in 2020 with social justice focus."
Who is the Junior Senator from New Jersey?,"Andy Kim (D), 42 years old. Facts: Korean-American (son of immigrants from South Korea); Former Obama administration official on national security; Famous for cleaning Capitol debris after Jan 6 riot."
Who is the Senior Senator from New Mexico?,"Martin Heinrich (D), 53 years old. Facts: Mechanical engineer by training; Former Albuquerque City Council member and House member; Strong focus on renewable energy and technology policy."
Who is the Junior Senator from New Mexico?,"Ben Ray Luján (D), 52 years old. Facts: Hispanic with deep political roots (father was NM House speaker); Had stroke in 2022 but made full recovery; Former House member and DCCC chair."
Who is the Senior Senator from New York?,"Chuck Schumer (D), 75 years old. Facts: Senate Majority Leader (or Minority Leader depending on control); Serving in Congress since 1981 (House then Senate since 1999); Brooklyn native and Harvard graduate."
Who is the Junior Senator from New York?,"Kirsten Gillibrand (D), 59 years old. Facts: Appointed to Hillary Clinton's seat in 2009; Leading advocate against military sexual assault; Ran for president in 2020 with women's rights focus."
Who is the Senior Senator from North Carolina?,"Thom Tillis (R), 65 years old. Facts: Former North Carolina House Speaker; Narrowly won both 2014 and 2020 elections; Management consultant and IBM partner before politics."
Who is the Junior Senator from North Carolina?,"Ted Budd (R), 53 years old. Facts: Gun range and gun shop owner; Former 3-term House member; MBA from Wake Forest and runs investment firm."
Who is the Senior Senator from North Dakota?,"John Hoeven (R), 68 years old. Facts: Former North Dakota Governor (served 10 years 2000-2010); Banker before politics at family bank; One of wealthiest senators from oil/agriculture wealth."
Who is the Junior Senator from North Dakota?,"Kevin Cramer (R), 64 years old. Facts: Former 2-term House member and state tourism director; Strong Trump ally; Defeated Heidi Heitkamp in 2018 race."
Who is the Senior Senator from Ohio?,"Sherrod Brown (D), 73 years old. Facts: Only Democrat to win statewide in Ohio recently; Populist liberal on economic issues; Former House member for 14 years and Ohio Secretary of State."
Who is the Junior Senator from Ohio?,"Bernie Moreno (R), 57 years old. Facts: Colombian immigrant who became car dealership magnate; Appointed to replace JD Vance (became VP); Blockchain and cryptocurrency entrepreneur."
Who is the Senior Senator from Oklahoma?,"James Lankford (R), 57 years old. Facts: Former youth camp director and ministry leader; Strong social conservative; Took office after Tom Coburn resigned mid-term."
Who is the Junior Senator from Oklahoma?,"Markwayne Mullin (R), 47 years old. Facts: Former 5-term House member; Cherokee Nation citizen; Plumbing company owner who took over family business."
Who is the Senior Senator from Oregon?,"Ron Wyden (D), 76 years old. Facts: Chairs Senate Finance Committee; Serving since 1996 after special election; Strong advocate for internet freedom and privacy."
Who is the Junior Senator from Oregon?,"Jeff Merkley (D), 68 years old. Facts: Former Oregon House Speaker; Led 2011 filibuster reform efforts; Strong progressive voice on environmental and labor issues."
Who is the Senior Senator from Pennsylvania?,"Bob Casey Jr. (D), 65 years old. Facts: Son of former Pennsylvania Governor Bob Casey Sr.; Pro-labor moderate Democrat; Serving since 2007 but lost 2024 reelection to Dave McCormick."
Who is the Junior Senator from Pennsylvania?,"Dave McCormick (R), 59 years old. Facts: Former hedge fund CEO (Bridgewater Associates); Army veteran and Gulf War paratrooper; West Point graduate who defeated Casey in 2024."
Who is the Senior Senator from Rhode Island?,"Jack Reed (D), 75 years old. Facts: West Point graduate and Army veteran; Chairs Senate Armed Services Committee; Harvard Kennedy School graduate with military focus."
Who is the Junior Senator from Rhode Island?,"Sheldon Whitehouse (D), 69 years old. Facts: Former Rhode Island Attorney General and US Attorney; Grandson of diplomat; Strong climate change activist who gives weekly Senate floor speeches."
Who is the Senior Senator from South Carolina?,"Lindsey Graham (R), 70 years old. Facts: Chairs Senate Judiciary Committee; Air Force veteran and JAG officer; Close friend of John McCain and evolved on Trump."
Who is the Junior Senator from South Carolina?,"Tim Scott (R), 60 years old. Facts: First Black Republican senator from the South since Reconstruction; Former House member; Gave Republican response to Biden speech."
Who is the Senior Senator from South Dakota?,"John Thune (R), 64 years old. Facts: Senate Majority Leader (Republican); Former House member who defeated Tom Daschle in 2004; Second-highest Republican leader."
Who is the Junior Senator from South Dakota?,"Mike Rounds (R), 71 years old. Facts: Former South Dakota Governor (served 2 terms); Insurance and real estate businessman; Moderate conservative who occasionally breaks with party."
Who is the Senior Senator from Tennessee?,"Marsha Blackburn (R), 73 years old. Facts: Former 8-term House member; First woman senator from Tennessee; Strong social conservative who defeated Phil Bredesen."
Who is the Junior Senator from Tennessee?,"Bill Hagerty (R), 65 years old. Facts: Former US Ambassador to Japan under Trump; Private equity executive and businessman; Defeated Manny Sethi in 2020 primary."
Who is the Senior Senator from Texas?,"John Cornyn (R), 73 years old. Facts: Former Senate Majority Whip; Former Texas Attorney General and state Supreme Court justice; Second longest-serving Texas senator after Hutchison."
Who is the Junior Senator from Texas?,"Ted Cruz (R), 54 years old. Facts: Harvard Law graduate and former Supreme Court clerk; Led 2013 government shutdown over Obamacare; Ran for president in 2016 and came in second."
Who is the Senior Senator from Utah?,"Mike Lee (R), 54 years old. Facts: Former Supreme Court clerk and constitutional lawyer; Tea Party conservative; Brother of former Solicitor General Tom Lee."
Who is the Junior Senator from Utah?,"Mitt Romney (R), 78 years old. Facts: Former Massachusetts Governor and 2012 presidential nominee; Only senator to vote to convict president of own party (Trump); Former Bain Capital CEO and Olympics organizer."
Who is the Senior Senator from Vermont?,"Bernie Sanders (I), 83 years old. Facts: Independent who caucuses with Democrats; Self-described democratic socialist; Ran for president in 2016 and 2020 energizing progressive movement."
Who is the Junior Senator from Vermont?,"Peter Welch (D), 78 years old. Facts: Former 8-term House member; Former Vermont state senator for 14 years; Oldest freshman senator when elected at age 75."
Who is the Senior Senator from Virginia?,"Mark Warner (D), 70 years old. Facts: Former Virginia Governor; Made fortune in cellular telephone industry; Former chair of Senate Intelligence Committee."
Who is the Junior Senator from Virginia?,"Tim Kaine (D), 67 years old. Facts: Former Virginia Governor and Hillary Clinton's 2016 VP nominee; Former mayor of Richmond; Speaks fluent Spanish (did missionary work in Honduras)."
Who is the Senior Senator from Washington?,"Patty Murray (D), 74 years old. Facts: Longest-serving female senator currently; Former preschool teacher called 'mom in tennis shoes'; Senate President Pro Tempore (3rd in line)."
Who is the Junior Senator from Washington?,"Maria Cantwell (D), 66 years old. Facts: Former House member and tech executive; Strong on tech and energy policy; Chairs Senate Commerce Committee."
Who is the Senior Senator from West Virginia?,"Joe Manchin (I), 78 years old. Facts: Former West Virginia Governor; Most conservative Democrat (now Independent) who often bucked party; Killed Build Back Better in 2021-2022."
Who is the Junior Senator from West Virginia?,"Jim Justice (R), 73 years old. Facts: Former West Virginia Governor (was Democrat then switched); Coal billionaire and one of wealthiest senators; Owns Greenbrier Resort."
Who is the Senior Senator from Wisconsin?,"Tammy Baldwin (D), 63 years old. Facts: First openly gay person elected to Senate; Former 7-term House member; Only openly LGBTQ senator when first elected."
Who is the Junior Senator from Wisconsin?,"Ron Johnson (R), 70 years old. Facts: Businessman who made fortune in plastics manufacturing; Tea Party conservative elected in 2010; Known for contrarian positions on COVID and other issues."
Who is the Senior Senator from Wyoming?,"John Barrasso (R), 73 years old. Facts: Orthopedic surgeon who practiced for 24 years; Senate Republican Conference Chair (3rd in leadership); Appointed initially then elected."
Who is the Junior Senator from Wyoming?,"Cynthia Lummis (R), 70 years old. Facts: Former House member and Wyoming state treasurer; First woman to represent Wyoming in Senate; Rancher and strong advocate for cryptocurrency."
Who is the Governor of New York?,Kathy Hochul
Who is the Lieutenant Governor of New York?,Antonio Delgado
What party is Governor Kathy Hochul?,Democratic
When did Kathy Hochul become Governor?,August 24 2021 (after Cuomo resignation)
Who are New York's two US Senators?,Chuck Schumer and Kirsten Gillibrand
What leadership position does Chuck Schumer hold?,Senate Minority Leader
When was Chuck Schumer first elected to the Senate?,1999
When was Kirsten Gillibrand first appointed to the Senate?,2009
Who is the New York State Senate Majority Leader?,Andrea Stewart-Cousins
What district does Andrea Stewart-Cousins represent?,35th State Senate District
What historic first does Andrea Stewart-Cousins hold?,First female Senate Majority Leader in NY history
Who is the Speaker of the New York State Assembly?,Carl Heastie
What district does Carl Heastie represent?,83rd Assembly District (Bronx)
What historic first does Carl Heastie hold?,First African-American Assembly Speaker in NY
When did Carl Heastie become Assembly Speaker?,February 3 2015
Who is the New York Attorney General?,Letitia James
What party is Attorney General Letitia James?,Democratic
What historic first does Letitia James hold as AG?,First African-American woman Attorney General in NY
Who is the current NYC Mayor?,Eric Adams (election for successor on Nov 4 2025)
Who are the three main candidates in the 2025 NYC mayoral race?,"Zohran Mamdani, Andrew Cuomo, Curtis Sliwa"
Which candidate is leading in the 2025 NYC mayoral race?,Zohran Mamdani (Democratic nominee)
What office does Zohran Mamdani currently hold?,NY State Assembly 36th District
What office did Andrew Cuomo previously hold?,Governor of New York (2011-2021)
What party is Curtis Sliwa?,Republican
Who represents NY Congressional District 1?,Nick LaLota (R)
What area does NY-1 cover?,Eastern Long Island - Hamptons and North Shore
Who represents NY Congressional District 2?,Andrew Garbarino (R)
What area does NY-2 cover?,South Shore Suffolk County
Who represents NY Congressional District 3?,Tom Suozzi (D)
What area does NY-3 cover?,North Shore Long Island - Nassau County
Who represents NY Congressional District 4?,Anthony D'Esposito (R)
What area does NY-4 cover?,South Nassau County
Who represents NY Congressional District 5?,Gregory Meeks (D)
What area does NY-5 cover?,Southeast Queens
Who represents NY Congressional District 6?,Grace Meng (D)
What area does NY-6 cover?,Northeast Queens - Flushing
Who represents NY Congressional District 7?,Nydia Velázquez (D)
What area does NY-7 cover?,Parts of Brooklyn and Lower Manhattan
Who represents NY Congressional District 8?,Hakeem Jeffries (D)
What leadership position does Hakeem Jeffries hold?,House Minority Leader
What area does NY-8 cover?,Central Brooklyn - Bedford-Stuyvesant and Crown Heights
Who represents NY Congressional District 9?,Yvette Clarke (D)
What area does NY-9 cover?,Central Brooklyn - Flatbush and Crown Heights
Who represents NY Congressional District 10?,Dan Goldman (D)
What area does NY-10 cover?,Lower Manhattan and parts of Brooklyn
Who represents NY Congressional District 11?,Nicole Malliotakis (R)
What area does NY-11 cover?,Staten Island and parts of Brooklyn
Who represents NY Congressional District 12?,Jerry Nadler (D)
What area does NY-12 cover?,Manhattan - Upper West and East Sides
Who represents NY Congressional District 13?,Adriano Espaillat (D)
What area does NY-13 cover?,Northern Manhattan - Harlem and Washington Heights
Who represents NY Congressional District 14?,Alexandria Ocasio-Cortez (D)
What area does NY-14 cover?,Parts of Bronx and Queens
Who represents NY Congressional District 15?,Ritchie Torres (D)
What area does NY-15 cover?,South Bronx
Who represents NY Congressional District 16?,George Latimer (D)
What area does NY-16 cover?,Southern Westchester County and part of Bronx
When did George Latimer take office in Congress?,January 2025
Who represents NY Congressional District 17?,Mike Lawler (R)
What area does NY-17 cover?,Lower Hudson Valley - Rockland and parts of Westchester
Who represents NY Congressional District 18?,Pat Ryan (D)
What area does NY-18 cover?,Hudson Valley - Ulster and Dutchess Counties
Who represents NY Congressional District 19?,Josh Riley (D)
What area does NY-19 cover?,Upstate - Southern Tier and Finger Lakes
Who represents NY Congressional District 20?,Paul Tonko (D)
What area does NY-20 cover?,Capital Region - Albany and Schenectady
Who represents NY Congressional District 21?,Elise Stefanik (R)
What area does NY-21 cover?,North Country - Adirondacks and St Lawrence County
Is Elise Stefanik running for Governor in 2026?,"Yes, expected to announce after Nov 2025"
Who represents NY Congressional District 22?,John Mannion (D)
What area does NY-22 cover?,Central New York - Syracuse area
Who represents NY Congressional District 23?,Nick Langworthy (R)
What area does NY-23 cover?,Western Southern Tier
Who represents NY Congressional District 24?,Claudia Tenney (R)
What area does NY-24 cover?,Central New York - Oneida and Oswego Counties
Who represents NY Congressional District 25?,Joseph Morelle (D)
What area does NY-25 cover?,Rochester and Monroe County
Who represents NY Congressional District 26?,Tim Kennedy (D)
What area does NY-26 cover?,Buffalo and Erie County
How many US House seats does New York have?,26 seats
What is the party breakdown of NY House delegation?,"19 Democrats, 7 Republicans"
Who is the Manhattan Borough President?,Mark Levine (running for Comptroller - election Nov 4)
Who are the top candidates for Manhattan Borough President in 2025?,"Brad Hoylman-Sigal, Keith Powers, Calvin Sun"
Who is the Brooklyn Borough President?,Antonio Reynoso (D)
When was Antonio Reynoso elected Borough President?,2021
Who is the Queens Borough President?,Donovan Richards (D)
Who is the Bronx Borough President?,Vanessa Gibson (D)
Is Vanessa Gibson running for reelection?,Yes - in primary against Rafael Salamanca
Who is the Staten Island Borough President?,Vito Fossella (R)
What do Borough Presidents do?,Advisory role on land use and appoint community board members
How many NYC borough presidents are there?,5 (one per borough)
What are the five boroughs of NYC?,"Manhattan, Brooklyn, Queens, Bronx, Staten Island"
Who is running against Vito Fossella for Staten Island BP?,Michael Colombo (D)
Who is running against Donovan Richards for Queens BP?,Henry Ikezi (R)
What State Senate district does Andrea Stewart-Cousins represent?,35th District - Westchester (Yonkers and Greenburgh)
What Assembly district does Carl Heastie represent?,83rd District - Northeast Bronx
What Assembly district does Zohran Mamdani represent?,36th District - Astoria Queens
What major legislation did Andrea Stewart-Cousins lead?,Housing Stability and Tenant Protection Act of 2019
What was Carl Heastie's role before becoming Speaker?,Chair of Assembly Labor Committee
Who is the NYC Comptroller running in 2025?,Brad Lander is current Comptroller
Who is running for NYC Comptroller in 2025?,Mark Levine (Manhattan BP) is a major candidate
What areas make up NY Congressional District 3?,North Shore of Long Island including parts of Nassau County
What areas make up NY Congressional District 8?,Central Brooklyn including Bedford-Stuyvesant and Crown Heights
What areas make up NY Congressional District 15?,South Bronx
What areas make up NY Congressional District 21?,North Country including the Adirondacks
What is Hakeem Jeffries' title?,House Minority Leader (highest ranking Democrat in House)
What is Chuck Schumer's title?,Senate Minority Leader (highest ranking Democrat in Senate)
Which NY House members are in Republican leadership?,Elise Stefanik was in leadership (preparing governor run)
How long has Chuck Schumer been in Congress?,Since 1981 (House 1981-1999; Senate 1999-present)
What previous position did Kathy Hochul hold?,Lieutenant Governor under Andrew Cuomo
What congressional district did Kathy Hochul represent?,26th Congressional District (2011-2013)
Where is Kathy Hochul from?,Buffalo area (Erie County)
Where is Andrea Stewart-Cousins from?,Yonkers (Westchester County)
Where is Carl Heastie from?,Bronx
Where is Hakeem Jeffries from?,Brooklyn (Crown Heights)
What NYC borough is Hakeem Jeffries from?,Brooklyn
What NYC borough is Alexandria Ocasio-Cortez from?,Queens (also represents part of Bronx)
What NYC borough is Ritchie Torres from?,Bronx
What NYC borough is Jerry Nadler from?,Manhattan
What NYC borough is Adriano Espaillat from?,Manhattan
Which NY-area House member chairs major committees?,Jerry Nadler has served on Judiciary Committee
Which district does AOC represent?,14th Congressional District
What does AOC stand for?,Alexandria Ocasio-Cortez
How old was AOC when first elected to Congress?,29 (youngest woman ever elected to Congress at the time)
When was AOC first elected?,2018 (took office January 2019)
What party is Nicole Malliotakis?,Republican
What NYC borough does Nicole Malliotakis represent?,Staten Island (and parts of Brooklyn)
Is NY-11 typically Republican or Democratic?,Republican-leaning (only NYC district regularly electing Republicans)
What is unique about Staten Island politically?,Most conservative/Republican-leaning NYC borough
Which upstate cities are in NY-20?,Albany and Schenectady
Which upstate city is in NY-25?,Rochester
Which upstate city is in NY-26?,Buffalo
Which upstate city is in NY-22?,Syracuse
What region is the North Country?,Northern NY including Adirondacks (NY-21)
What is the Southern Tier?,Southern border region of upstate NY
Which districts cover the Southern Tier?,Parts of NY-19 and NY-23
What is the Capital Region?,Albany area (NY-20)
What is the Hudson Valley?,Region along Hudson River north of NYC (includes NY-17 NY-18 NY-19)
Which Long Island districts are Republican?,NY-1 and NY-4 are Republican
Which Long Island districts are Democratic?,NY-3 (Suozzi) is Democratic
Which Queens representatives are there?,Gregory Meeks (NY-5) and Grace Meng (NY-6)
How many House seats represent Brooklyn?,Parts of NY-7 NY-8 NY-9 NY-10 NY-11
How many House seats represent Manhattan?,Parts of NY-7 NY-10 NY-12 NY-13
How many House seats represent the Bronx?,NY-15 and parts of NY-14 NY-16
How many House seats represent Queens?,NY-5 NY-6 and parts of NY-14
How many House seats represent Staten Island?,NY-11 only
What percentage of NY House delegation is from NYC?,About 12 of 26 districts (roughly half)
Which NY House member represents Westchester?,George Latimer (NY-16) and parts of other districts
What county is in NY-17?,Rockland County and parts of Westchester and Putnam
What happened to Jamaal Bowman?,Lost reelection in 2024 in NY-16
Who defeated Jamaal Bowman?,George Latimer
What is significant about Dan Goldman (NY-10)?,Heir to Levi Strauss fortune; former lead counsel in Trump impeachment
When was Dan Goldman elected to Congress?,2022 (took office January 2023)
What is Tom Suozzi known for?,Moderate Democrat; previously served 2017-2023 and returned 2024
Did Tom Suozzi run for Governor?,Yes in 2006 and 2022
What region does Pat Ryan represent?,Mid-Hudson Valley
What is Josh Riley's background?,Attorney; elected in 2024
What city is in John Mannion's district?,Syracuse (NY-22)
What party controls NY State Senate?,Democratic majority
What party controls NY State Assembly?,Democratic majority (large majority)
How many members in NY State Senate?,63 members
How many members in NY State Assembly?,150 members
What is the power dynamic in Albany?,"Democrats control both chambers and governorship (""trifecta"")"
Who are the three people in a room in NY budget?,Governor Hochul + Senate Leader Stewart-Cousins + Assembly Speaker Heastie
What is notable about NY's 2026 gubernatorial race?,Hochul faces primary challenges from Delgado and potentially Torres
Who is Antonio Delgado challenging?,Running for Governor against incumbent Hochul in 2026 primary
Who is Ritchie Torres considering running for?,Potentially Governor or other statewide office
What is the political trend in NY House races?,Competitive - Democrats lost seats in 2022 but gained some back in 2024
Which NY Republicans hold Biden districts?,Mike Lawler (NY-17) holds a competitive seat
What defines a competitive NY House seat?,Districts in Long Island and Hudson Valley often swing
How did NY lose House seats?,Population decline led to loss of one seat after 2020 census (from 27 to 26)
What congressional district covers the Hamptons?,NY-1 (Nick LaLota)
What congressional district covers the Rockaways?,NY-5 (Gregory Meeks)
What congressional district covers Park Slope Brooklyn?,NY-10 (Dan Goldman)
What congressional district covers Brownsville Brooklyn?,NY-8 (Hakeem Jeffries)
What congressional district covers Washington Heights?,NY-13 (Adriano Espaillat)
What congressional district covers Riverdale?,NY-16 (George Latimer)
Which NYC mayoral candidate has endorsements from state leaders?,Zohran Mamdani (endorsed by Hochul Stewart-Cousins and Heastie)
When is the NYC mayoral general election?,November 4 2025 (tomorrow from Nov 3)
When is the NYC borough president general election?,November 4 2025 (tomorrow from Nov 3)
What happened in NYC mayoral primary?,Mamdani won Democratic nomination
Who is the Republican mayoral candidate?,Curtis Sliwa
What is Curtis Sliwa known for?,Founder of Guardian Angels; ran for mayor in 2021
What was the 2021 NYC mayoral result?,Eric Adams (D) defeated Curtis Sliwa
Is Eric Adams running for reelection?,No - facing legal issues and did not seek reelection
What legal issues does Eric Adams face?,Federal corruption charges
Who is Brad Lander?,Current NYC Comptroller (ran for reelection in 2025)
What does NYC Comptroller do?,Chief financial officer and auditor for NYC
What other citywide office exists in NYC?,Public Advocate
Who is the NYC Public Advocate?,Jumaane Williams
How many NYC Council members are there?,51 members
What is the NYC Council?,Legislative body for NYC (like a city legislature)
Who leads the NYC City Council?,Speaker (currently Adrienne Adams)
What is ranked choice voting in NYC?,Used in primaries - voters rank up to 5 candidates
When did NYC adopt ranked choice voting?,2021 (first used in that year's elections)
What is unique about NY's election calendar?,State/federal primaries in June; general in November
What is the Working Families Party in NY?,Minor party that often cross-endorses Democrats
Do NY candidates appear on multiple party lines?,Yes - NY has fusion voting allowing multiple party nominations
What is the Conservative Party line in NY?,Minor party line often used by Republicans
What is the Liberal Party in NY history?,Former minor party (defunct since 2002)
What State Senate district is in Harlem?,Various including parts of 30th and others
What Assembly district is in Chinatown?,District 65 (Manhattan)
How many state legislators represent NYC?,About 43 Assembly and 26 Senate districts are in NYC
What percentage of NY legislators are from NYC?,About 40-50% (NYC has about 40% of state population)
Who controls committee assignments in State Senate?,Senate Majority Leader (Stewart-Cousins)
Who controls committee assignments in State Assembly?,Assembly Speaker (Heastie)
What is the NY State Senate Democratic Conference?,Organizing body of Democratic state senators
What is the IDC in NY politics history?,Independent Democratic Conference (defunct - group that caucused with Republicans until 2018)
When did Democrats take back NY State Senate?,2018 elections gave Democrats full control
What was significant about 2019 in Albany?,First time in decade Democrats controlled both chambers and governorship
What major laws passed in 2019?,Criminal justice reform bail reform reproductive rights protections
What is the NY SAFE Act?,2013 gun control law passed after Sandy Hook
Who passed the NY SAFE Act?,Andrew Cuomo as Governor
What is the Climate Leadership and Community Protection Act?,2019 ambitious climate law committing NY to clean energy
Who was the key legislative leader for CLCPA?,Andrea Stewart-Cousins helped pass it
What is congestion pricing in NY?,Tolling program for vehicles entering Manhattan CBD
What happened to congestion pricing?,Hochul paused it in 2024 then restarted modified version
What is controversial about the NY budget process?,Governor has significant power - legislative leaders often frustrated
When is the NY budget due?,April 1 each year
Is the NY budget usually on time?,Often late - 2025 budget was weeks late
What is notable about the 2026 gubernatorial race dynamics?,Internal Democratic tension between Hochul and potential challengers
What criticism has Hochul faced?,Low approval ratings declining NYC margins
Why might Elise Stefanik be strong in 2026?,Trump got more votes in NY in 2024; she has high name recognition
